 format: day,hour,forecast,value  location:102_83 Start : 20171201 
 28,1100,+52,288.000000 
 28,1400,+4,307.000000 
 28,1400,+7,306.000000 
 28,1400,+10,266.000000 
 28,1400,+13,293.000000 
 28,1400,+16,293.000000 
 28,1400,+19,297.000000 
 28,1400,+22,315.000000 
 28,1400,+25,331.000000 
 28,1400,+28,306.000000 
 28,1400,+31,302.000000 
 28,1400,+34,321.000000 
 28,1400,+37,324.000000 
 28,1400,+40,73.000000 
 28,1400,+43,153.000000 
 28,1400,+46,246.000000 
 28,1400,+49,288.000000 
 28,1700,+4,306.000000 
 28,1700,+7,266.000000 
 28,1700,+10,293.000000 
 28,1700,+13,293.000000 
 28,1700,+16,297.000000 
 28,1700,+19,315.000000 
 28,1700,+22,331.000000 
 28,1700,+25,306.000000 
 28,1700,+28,302.000000 
 28,1700,+31,321.000000 
 28,1700,+34,324.000000 
 28,1700,+37,73.000000 
 28,1700,+40,153.000000 
 28,1700,+43,246.000000 
 28,1700,+46,288.000000 
 28,2000,+4,287.000000 
 28,2000,+7,295.000000 
 28,2000,+10,298.000000 
 28,2000,+13,298.000000 
 28,2000,+16,309.000000 
 28,2000,+19,318.000000 
 28,2000,+22,308.000000 
 28,2000,+25,294.000000 
 28,2000,+28,321.000000 
 28,2000,+31,324.000000 
 28,2000,+34,40.000000 
 28,2000,+37,100.000000 
 28,2000,+40,306.000000 
 28,2000,+43,315.000000 
 28,2000,+46,315.000000 
 28,2000,+49,320.000000 
 28,2000,+52,310.000000 
 28,2000,+55,172.000000 
 28,2000,+58,167.000000 
 28,2000,+61,178.000000 
 28,2000,+64,200.000000 
 28,2000,+67,275.000000 
 28,2300,+4,295.000000 
 28,2300,+7,298.000000 
 28,2300,+10,298.000000 
 28,2300,+13,309.000000 
 28,2300,+16,318.000000 
 28,2300,+19,308.000000 
 28,2300,+22,294.000000 
 28,2300,+25,321.000000 
 28,2300,+28,324.000000 
 28,2300,+31,40.000000 
 28,2300,+34,100.000000 
 28,2300,+37,306.000000 
 28,2300,+40,315.000000 
 28,2300,+43,315.000000 
 28,2300,+46,320.000000 
 28,2300,+49,310.000000 
 28,2300,+52,172.000000 
 28,2300,+55,167.000000 
 28,2300,+58,178.000000 
 28,2300,+61,200.000000 
 28,2300,+64,275.000000 
 Start : 20180301 
 1,0200,+4,298.000000 
 1,0200,+7,298.000000 
 1,0200,+10,309.000000 
 1,0200,+13,318.000000 
 1,0200,+16,308.000000 
 1,0200,+19,294.000000 
 1,0200,+22,321.000000 
 1,0200,+25,324.000000 
 1,0200,+28,40.000000 
 1,0200,+31,100.000000 
 1,0200,+34,306.000000 
 1,0200,+37,315.000000 
 1,0200,+40,315.000000 
 1,0200,+43,320.000000 
 1,0200,+46,310.000000 
 1,0200,+49,172.000000 
 1,0200,+52,167.000000 
 1,0200,+55,178.000000 
 1,0200,+58,200.000000 
 1,0200,+61,275.000000 
 1,0500,+4,298.000000 
 1,0500,+7,309.000000 
 1,0500,+10,318.000000 
 1,0500,+13,308.000000 
 1,0500,+16,294.000000 
 1,0500,+19,321.000000 
 1,0500,+22,324.000000 
 1,0500,+25,40.000000 
 1,0500,+28,100.000000 
 1,0500,+31,306.000000 
 1,0500,+34,315.000000 
 1,0500,+37,315.000000 
 1,0500,+40,320.000000 
 1,0500,+43,310.000000 
 1,0500,+46,172.000000 
 1,0500,+49,167.000000 
 1,0500,+52,178.000000 
 1,0500,+55,200.000000 
 1,0500,+58,275.000000 
 1,0800,+4,313.000000 
 1,0800,+7,321.000000 
 1,0800,+10,299.000000 
 1,0800,+13,304.000000 
 1,0800,+16,320.000000 
 1,0800,+19,326.000000 
 1,0800,+22,104.000000 
 1,0800,+25,161.000000 
 1,0800,+28,301.000000 
 1,0800,+31,309.000000 
 1,0800,+34,309.000000 
 1,0800,+37,315.000000 
 1,0800,+40,308.000000 
 1,0800,+43,230.000000 
 1,0800,+46,174.000000 
 1,0800,+49,176.000000 
 1,0800,+52,243.000000 
 1,0800,+55,276.000000 
 1,1100,+4,321.000000 
 1,1100,+7,299.000000 
 1,1100,+10,304.000000 
 1,1100,+13,320.000000 
 1,1100,+16,326.000000 
 1,1100,+19,104.000000 
 1,1100,+22,161.000000 
 1,1100,+25,301.000000 
 1,1100,+28,309.000000 
 1,1100,+31,309.000000 
 1,1100,+34,315.000000 
 1,1100,+37,308.000000 
 1,1100,+40,230.000000 
 1,1100,+43,174.000000 
 1,1100,+46,176.000000 
 1,1100,+49,243.000000 
 1,1100,+52,276.000000 
 1,1400,+4,299.000000 
 1,1400,+7,304.000000 
 1,1400,+10,320.000000 
 1,1400,+13,326.000000 
 1,1400,+16,104.000000 
 1,1400,+19,161.000000 
 1,1400,+22,301.000000 
 1,1400,+25,309.000000 
 1,1400,+28,309.000000 
 1,1400,+31,315.000000 
 1,1400,+34,308.000000 
 1,1400,+37,230.000000 
 1,1400,+40,174.000000 
 1,1400,+43,176.000000 
 1,1400,+46,243.000000 
 1,1400,+49,276.000000 
 1,1700,+4,304.000000 
 1,1700,+7,320.000000 
 1,1700,+10,326.000000 
 1,1700,+13,104.000000 
 1,1700,+16,161.000000 
 1,1700,+19,301.000000 
 1,1700,+22,309.000000 
 1,1700,+25,309.000000 
 1,1700,+28,315.000000 
 1,1700,+31,308.000000 
 1,1700,+34,230.000000 
 1,1700,+37,174.000000 
 1,1700,+40,176.000000 
 1,1700,+43,243.000000 
 1,1700,+46,276.000000 
 1,2000,+4,315.000000 
 1,2000,+7,139.000000 
 1,2000,+10,182.000000 
 1,2000,+13,313.000000 
 1,2000,+16,283.000000 
 1,2000,+19,280.000000 
 1,2000,+22,318.000000 
 1,2000,+25,317.000000 
 1,2000,+28,264.000000 
 1,2000,+31,199.000000 
 1,2000,+34,190.000000 
 1,2000,+37,189.000000 
 1,2000,+40,220.000000 
 1,2000,+43,222.000000 
 1,2000,+46,270.000000 
 1,2000,+49,278.000000 
 1,2000,+52,305.000000 
 1,2000,+55,182.000000 
 1,2000,+58,166.000000 
 1,2000,+61,176.000000 
 1,2000,+64,192.000000 
 1,2000,+67,177.000000 
 1,2300,+4,139.000000 
 1,2300,+7,182.000000 
 1,2300,+10,313.000000 
 1,2300,+13,283.000000 
 1,2300,+16,280.000000 
 1,2300,+19,318.000000 
 1,2300,+22,317.000000 
 1,2300,+25,264.000000 
 1,2300,+28,199.000000 
 1,2300,+31,190.000000 
 1,2300,+34,189.000000 
 1,2300,+37,220.000000 
 1,2300,+40,222.000000 
 1,2300,+43,270.000000 
 1,2300,+46,278.000000 
 1,2300,+49,305.000000 
 1,2300,+52,182.000000 
 1,2300,+55,166.000000 
 1,2300,+58,176.000000 
 1,2300,+61,192.000000 
 1,2300,+64,177.000000 
 2,0200,+4,182.000000 
 2,0200,+7,313.000000 
 2,0200,+10,283.000000 
 2,0200,+13,280.000000 
 2,0200,+16,318.000000 
 2,0200,+19,317.000000 
 2,0200,+22,264.000000 
 2,0200,+25,199.000000 
 2,0200,+28,190.000000 
 2,0200,+31,189.000000 
 2,0200,+34,220.000000 
 2,0200,+37,222.000000 
 2,0200,+40,270.000000 
 2,0200,+43,278.000000 
 2,0200,+46,305.000000 
 2,0200,+49,182.000000 
 2,0200,+52,166.000000 
 2,0200,+55,176.000000 
 2,0200,+58,192.000000 
 2,0200,+61,177.000000 
 2,0500,+4,313.000000 
 2,0500,+7,283.000000 
 2,0500,+10,280.000000 
 2,0500,+13,318.000000 
 2,0500,+16,317.000000 
 2,0500,+19,264.000000 
 2,0500,+22,199.000000 
 2,0500,+25,190.000000 
 2,0500,+28,189.000000 
 2,0500,+31,220.000000 
 2,0500,+34,222.000000 
 2,0500,+37,270.000000 
 2,0500,+40,278.000000 
 2,0500,+43,305.000000 
 2,0500,+46,182.000000 
 2,0500,+49,166.000000 
 2,0500,+52,176.000000 
 2,0500,+55,192.000000 
 2,0500,+58,177.000000 
 2,0800,+4,225.000000 
 2,0800,+7,270.000000 
 2,0800,+10,283.000000 
 2,0800,+13,300.000000 
 2,0800,+16,279.000000 
 2,0800,+19,215.000000 
 2,0800,+22,207.000000 
 2,0800,+25,214.000000 
 2,0800,+28,253.000000 
 2,0800,+31,270.000000 
 2,0800,+34,325.000000 
 2,0800,+37,305.000000 
 2,0800,+40,313.000000 
 2,0800,+43,172.000000 
 2,0800,+46,135.000000 
 2,0800,+49,177.000000 
 2,0800,+52,197.000000 
 2,0800,+55,192.000000 
 2,1100,+4,270.000000 
 2,1100,+7,283.000000 
 2,1100,+10,300.000000 
 2,1100,+13,279.000000 
 2,1100,+16,215.000000 
 2,1100,+19,207.000000 
 2,1100,+22,214.000000 
 2,1100,+25,253.000000 
 2,1100,+28,270.000000 
 2,1100,+31,325.000000 
 2,1100,+34,305.000000 
 2,1100,+37,313.000000 
 2,1100,+40,172.000000 
 2,1100,+43,135.000000 
 2,1100,+46,177.000000 
 2,1100,+49,197.000000 
 2,1100,+52,192.000000 
 2,1400,+4,283.000000 
 2,1400,+7,300.000000 
 2,1400,+10,279.000000 
 2,1400,+13,215.000000 
 2,1400,+16,207.000000 
 2,1400,+19,214.000000 
 2,1400,+22,253.000000 
 2,1400,+25,270.000000 
 2,1400,+28,325.000000 
 2,1400,+31,305.000000 
 2,1400,+34,313.000000 
 2,1400,+37,172.000000 
 2,1400,+40,135.000000 
 2,1400,+43,177.000000 
 2,1400,+46,197.000000 
 2,1400,+49,192.000000 
 2,1700,+4,300.000000 
 2,1700,+7,279.000000 
 2,1700,+10,215.000000 
 2,1700,+13,207.000000 
 2,1700,+16,214.000000 
 2,1700,+19,253.000000 
 2,1700,+22,270.000000 
 2,1700,+25,325.000000 
 2,1700,+28,305.000000 
 2,1700,+31,313.000000 
 2,1700,+34,172.000000 
 2,1700,+37,135.000000 
 2,1700,+40,177.000000 
 2,1700,+43,197.000000 
 2,1700,+46,192.000000 
 2,2000,+4,275.000000 
 2,2000,+7,223.000000 
 2,2000,+10,214.000000 
 2,2000,+13,196.000000 
 2,2000,+16,222.000000 
 2,2000,+19,265.000000 
 2,2000,+22,288.000000 
 2,2000,+25,322.000000 
 2,2000,+28,354.000000 
 2,2000,+31,166.000000 
 2,2000,+34,157.000000 
 2,2000,+37,175.000000 
 2,2000,+40,183.000000 
 2,2000,+43,180.000000 
 2,2000,+46,54.000000 
 2,2000,+49,360.000000 
 2,2000,+52,16.000000 
 2,2000,+55,17.000000 
 2,2000,+58,16.000000 
 2,2000,+61,30.000000 
 2,2000,+64,35.000000 
 2,2000,+67,34.000000 
 2,2300,+4,223.000000 
 2,2300,+7,214.000000 
 2,2300,+10,196.000000 
 2,2300,+13,222.000000 
 2,2300,+16,265.000000 
 2,2300,+19,288.000000 
 2,2300,+22,322.000000 
 2,2300,+25,354.000000 
 2,2300,+28,166.000000 
 2,2300,+31,157.000000 
 2,2300,+34,175.000000 
 2,2300,+37,183.000000 
 2,2300,+40,180.000000 
 2,2300,+43,54.000000 
 2,2300,+46,360.000000 
 2,2300,+49,16.000000 
 2,2300,+52,17.000000 
 2,2300,+55,16.000000 
 2,2300,+58,30.000000 
 2,2300,+61,35.000000 
 2,2300,+64,34.000000 
 3,0200,+4,214.000000 
 3,0200,+7,196.000000 
 3,0200,+10,222.000000 
 3,0200,+13,265.000000 
 3,0200,+16,288.000000 
 3,0200,+19,322.000000 
 3,0200,+22,354.000000 
 3,0200,+25,166.000000 
 3,0200,+28,157.000000 
 3,0200,+31,175.000000 
 3,0200,+34,183.000000 
 3,0200,+37,180.000000 
 3,0200,+40,54.000000 
 3,0200,+43,360.000000 
 3,0200,+46,16.000000 
 3,0200,+49,17.000000 
 3,0200,+52,16.000000 
 3,0200,+55,30.000000 
 3,0200,+58,35.000000 
 3,0200,+61,34.000000 
 3,0500,+4,196.000000 
 3,0500,+7,222.000000 
 3,0500,+10,265.000000 
 3,0500,+13,288.000000 
 3,0500,+16,322.000000 
 3,0500,+19,354.000000 
 3,0500,+22,166.000000 
 3,0500,+25,157.000000 
 3,0500,+28,175.000000 
 3,0500,+31,183.000000 
 3,0500,+34,180.000000 
 3,0500,+37,54.000000 
 3,0500,+40,360.000000 
 3,0500,+43,16.000000 
 3,0500,+46,17.000000 
 3,0500,+49,16.000000 
 3,0500,+52,30.000000 
 3,0500,+55,35.000000 
 3,0500,+58,34.000000 
 3,0800,+4,257.000000 
 3,0800,+7,300.000000 
 3,0800,+10,302.000000 
 3,0800,+13,308.000000 
 3,0800,+16,311.000000 
 3,0800,+19,155.000000 
 3,0800,+22,115.000000 
 3,0800,+25,140.000000 
 3,0800,+28,148.000000 
 3,0800,+31,119.000000 
 3,0800,+34,355.000000 
 3,0800,+37,358.000000 
 3,0800,+40,6.000000 
 3,0800,+43,17.000000 
 3,0800,+46,24.000000 
 3,0800,+49,28.000000 
 3,0800,+52,40.000000 
 3,0800,+55,40.000000 
 3,1100,+4,300.000000 
 3,1100,+7,302.000000 
 3,1100,+10,308.000000 
 3,1100,+13,311.000000 
 3,1100,+16,155.000000 
 3,1100,+19,115.000000 
 3,1100,+22,140.000000 
 3,1100,+25,148.000000 
 3,1100,+28,119.000000 
 3,1100,+31,355.000000 
 3,1100,+34,358.000000 
 3,1100,+37,6.000000 
 3,1100,+40,17.000000 
 3,1100,+43,24.000000 
 3,1100,+46,28.000000 
 3,1100,+49,40.000000 
 3,1100,+52,40.000000 
 3,1400,+4,302.000000 
 3,1400,+7,308.000000 
 3,1400,+10,311.000000 
 3,1400,+13,155.000000 
 3,1400,+16,115.000000 
 3,1400,+19,140.000000 
 3,1400,+22,148.000000 
 3,1400,+25,119.000000 
 3,1400,+28,355.000000 
 3,1400,+31,358.000000 
 3,1400,+34,6.000000 
 3,1400,+37,17.000000 
 3,1400,+40,24.000000 
 3,1400,+43,28.000000 
 3,1400,+46,40.000000 
 3,1400,+49,40.000000 
 3,1700,+4,308.000000 
 3,1700,+7,311.000000 
 3,1700,+10,155.000000 
 3,1700,+13,115.000000 
 3,1700,+16,140.000000 
 3,1700,+19,148.000000 
 3,1700,+22,119.000000 
 3,1700,+25,355.000000 
 3,1700,+28,358.000000 
 3,1700,+31,6.000000 
 3,1700,+34,17.000000 
 3,1700,+37,24.000000 
 3,1700,+40,28.000000 
 3,1700,+43,40.000000 
 3,1700,+46,40.000000 
 3,2000,+4,331.000000 
 3,2000,+7,144.000000 
 3,2000,+10,145.000000 
 3,2000,+13,187.000000 
 3,2000,+16,140.000000 
 3,2000,+19,50.000000 
 3,2000,+22,355.000000 
 3,2000,+25,15.000000 
 3,2000,+28,32.000000 
 3,2000,+31,31.000000 
 3,2000,+34,39.000000 
 3,2000,+37,39.000000 
 3,2000,+40,41.000000 
 3,2000,+43,44.000000 
 3,2000,+46,43.000000 
 3,2000,+49,45.000000 
 3,2000,+52,46.000000 
 3,2000,+55,49.000000 
 3,2000,+58,51.000000 
 3,2000,+61,55.000000 
 3,2000,+64,57.000000 
 3,2000,+67,67.000000 
 3,2300,+4,144.000000 
 3,2300,+7,145.000000 
 3,2300,+10,187.000000 
 3,2300,+13,140.000000 
 3,2300,+16,50.000000 
 3,2300,+19,355.000000 
 3,2300,+22,15.000000 
 3,2300,+25,32.000000 
 3,2300,+28,31.000000 
 3,2300,+31,39.000000 
 3,2300,+34,39.000000 
 3,2300,+37,41.000000 
 3,2300,+40,44.000000 
 3,2300,+43,43.000000 
 3,2300,+46,45.000000 
 3,2300,+49,46.000000 
 3,2300,+52,49.000000 
 3,2300,+55,51.000000 
 3,2300,+58,55.000000 
 3,2300,+61,57.000000 
 3,2300,+64,67.000000 
 4,0200,+4,145.000000 
 4,0200,+7,187.000000 
 4,0200,+10,140.000000 
 4,0200,+13,50.000000 
 4,0200,+16,355.000000 
 4,0200,+19,15.000000 
 4,0200,+22,32.000000 
 4,0200,+25,31.000000 
 4,0200,+28,39.000000 
 4,0200,+31,39.000000 
 4,0200,+34,41.000000 
 4,0200,+37,44.000000 
 4,0200,+40,43.000000 
 4,0200,+43,45.000000 
 4,0200,+46,46.000000 
 4,0200,+49,49.000000 
 4,0200,+52,51.000000 
 4,0200,+55,55.000000 
 4,0200,+58,57.000000 
 4,0200,+61,67.000000 
 4,0500,+4,187.000000 
 4,0500,+7,140.000000 
 4,0500,+10,50.000000 
 4,0500,+13,355.000000 
 4,0500,+16,15.000000 
 4,0500,+19,32.000000 
 4,0500,+22,31.000000 
 4,0500,+25,39.000000 
 4,0500,+28,39.000000 
 4,0500,+31,41.000000 
 4,0500,+34,44.000000 
 4,0500,+37,43.000000 
 4,0500,+40,45.000000 
 4,0500,+43,46.000000 
 4,0500,+46,49.000000 
 4,0500,+49,51.000000 
 4,0500,+52,55.000000 
 4,0500,+55,57.000000 
 4,0500,+58,67.000000 
 4,0800,+4,79.000000 
 4,0800,+7,51.000000 
 4,0800,+10,12.000000 
 4,0800,+13,29.000000 
 4,0800,+16,29.000000 
 4,0800,+19,30.000000 
 4,0800,+22,37.000000 
 4,0800,+25,36.000000 
 4,0800,+28,43.000000 
 4,0800,+31,40.000000 
 4,0800,+34,35.000000 
 4,0800,+37,41.000000 
 4,0800,+40,48.000000 
 4,0800,+43,49.000000 
 4,0800,+46,56.000000 
 4,0800,+49,53.000000 
 4,0800,+52,61.000000 
 4,0800,+55,63.000000 
 4,1100,+4,51.000000 
 4,1100,+7,12.000000 
 4,1100,+10,29.000000 
 4,1100,+13,29.000000 
 4,1100,+16,30.000000 
 4,1100,+19,37.000000 
 4,1100,+22,36.000000 
 4,1100,+25,43.000000 
 4,1100,+28,40.000000 
 4,1100,+31,35.000000 
 4,1100,+34,41.000000 
 4,1100,+37,48.000000 
 4,1100,+40,49.000000 
 4,1100,+43,56.000000 
 4,1100,+46,53.000000 
 4,1100,+49,61.000000 
 4,1100,+52,63.000000 
 4,1400,+4,12.000000 
 4,1400,+7,29.000000 
 4,1400,+10,29.000000 
 4,1400,+13,30.000000 
 4,1400,+16,37.000000 
 4,1400,+19,36.000000 
 4,1400,+22,43.000000 
 4,1400,+25,40.000000 
 4,1400,+28,35.000000 
 4,1400,+31,41.000000 
 4,1400,+34,48.000000 
 4,1400,+37,49.000000 
 4,1400,+40,56.000000 
 4,1400,+43,53.000000 
 4,1400,+46,61.000000 
 4,1400,+49,63.000000 
 4,1700,+4,29.000000 
 4,1700,+7,29.000000 
 4,1700,+10,30.000000 
 4,1700,+13,37.000000 
 4,1700,+16,36.000000 
 4,1700,+19,43.000000 
 4,1700,+22,40.000000 
 4,1700,+25,35.000000 
 4,1700,+28,41.000000 
 4,1700,+31,48.000000 
 4,1700,+34,49.000000 
 4,1700,+37,56.000000 
 4,1700,+40,53.000000 
 4,1700,+43,61.000000 
 4,1700,+46,63.000000 
 4,2000,+4,32.000000 
 4,2000,+7,29.000000 
 4,2000,+10,29.000000 
 4,2000,+13,32.000000 
 4,2000,+16,33.000000 
 4,2000,+19,30.000000 
 4,2000,+22,18.000000 
 4,2000,+25,28.000000 
 4,2000,+28,43.000000 
 4,2000,+31,53.000000 
 4,2000,+34,55.000000 
 4,2000,+37,56.000000 
 4,2000,+40,61.000000 
 4,2000,+43,72.000000 
 4,2000,+46,73.000000 
 4,2000,+49,75.000000 
 4,2000,+52,75.000000 
 4,2000,+55,81.000000 
 4,2000,+58,77.000000 
 4,2000,+61,79.000000 
 4,2000,+64,65.000000 
 4,2000,+67,13.000000 
 4,2300,+4,29.000000 
 4,2300,+7,29.000000 
 4,2300,+10,32.000000 
 4,2300,+13,33.000000 
 4,2300,+16,30.000000 
 4,2300,+19,18.000000 
 4,2300,+22,28.000000 
 4,2300,+25,43.000000 
 4,2300,+28,53.000000 
 4,2300,+31,55.000000 
 4,2300,+34,56.000000 
 4,2300,+37,61.000000 
 4,2300,+40,72.000000 
 4,2300,+43,73.000000 
 4,2300,+46,75.000000 
 4,2300,+49,75.000000 
 4,2300,+52,81.000000 
 4,2300,+55,77.000000 
 4,2300,+58,79.000000 
 4,2300,+61,65.000000 
 4,2300,+64,13.000000 
 5,0200,+4,29.000000 
 5,0200,+7,32.000000 
 5,0200,+10,33.000000 
 5,0200,+13,30.000000 
 5,0200,+16,18.000000 
 5,0200,+19,28.000000 
 5,0200,+22,43.000000 
 5,0200,+25,53.000000 
 5,0200,+28,55.000000 
 5,0200,+31,56.000000 
 5,0200,+34,61.000000 
 5,0200,+37,72.000000 
 5,0200,+40,73.000000 
 5,0200,+43,75.000000 
 5,0200,+46,75.000000 
 5,0200,+49,81.000000 
 5,0200,+52,77.000000 
 5,0200,+55,79.000000 
 5,0200,+58,65.000000 
 5,0200,+61,13.000000 
 5,0500,+4,32.000000 
 5,0500,+7,33.000000 
 5,0500,+10,30.000000 
 5,0500,+13,18.000000 
 5,0500,+16,28.000000 
 5,0500,+19,43.000000 
 5,0500,+22,53.000000 
 5,0500,+25,55.000000 
 5,0500,+28,56.000000 
 5,0500,+31,61.000000 
 5,0500,+34,72.000000 
 5,0500,+37,73.000000 
 5,0500,+40,75.000000 
 5,0500,+43,75.000000 
 5,0500,+46,81.000000 
 5,0500,+49,77.000000 
 5,0500,+52,79.000000 
 5,0500,+55,65.000000 
 5,0500,+58,13.000000 
 5,0800,+4,29.000000 
 5,0800,+7,21.000000 
 5,0800,+10,19.000000 
 5,0800,+13,16.000000 
 5,0800,+16,33.000000 
 5,0800,+19,53.000000 
 5,0800,+22,56.000000 
 5,0800,+25,51.000000 
 5,0800,+28,62.000000 
 5,0800,+31,60.000000 
 5,0800,+34,82.000000 
 5,0800,+37,76.000000 
 5,0800,+40,77.000000 
 5,0800,+43,83.000000 
 5,0800,+46,78.000000 
 5,0800,+49,74.000000 
 5,0800,+52,63.000000 
 5,0800,+55,13.000000 
 5,1100,+4,21.000000 
 5,1100,+7,19.000000 
 5,1100,+10,16.000000 
 5,1100,+13,33.000000 
 5,1100,+16,53.000000 
 5,1100,+19,56.000000 
 5,1100,+22,51.000000 
 5,1100,+25,62.000000 
 5,1100,+28,60.000000 
 5,1100,+31,82.000000 
 5,1100,+34,76.000000 
 5,1100,+37,77.000000 
 5,1100,+40,83.000000 
 5,1100,+43,78.000000 
 5,1100,+46,74.000000 
 5,1100,+49,63.000000 
 5,1100,+52,13.000000 
 5,1400,+4,19.000000 
 5,1400,+7,16.000000 
 5,1400,+10,33.000000 
 5,1400,+13,53.000000 
 5,1400,+16,56.000000 
 5,1400,+19,51.000000 
 5,1400,+22,62.000000 
 5,1400,+25,60.000000 
 5,1400,+28,82.000000 
 5,1400,+31,76.000000 
 5,1400,+34,77.000000 
 5,1400,+37,83.000000 
 5,1400,+40,78.000000 
 5,1400,+43,74.000000 
 5,1400,+46,63.000000 
 5,1400,+49,13.000000 
 5,1700,+4,16.000000 
 5,1700,+7,33.000000 
 5,1700,+10,53.000000 
 5,1700,+13,56.000000 
 5,1700,+16,51.000000 
 5,1700,+19,62.000000 
 5,1700,+22,60.000000 
 5,1700,+25,82.000000 
 5,1700,+28,76.000000 
 5,1700,+31,77.000000 
 5,1700,+34,83.000000 
 5,1700,+37,78.000000 
 5,1700,+40,74.000000 
 5,1700,+43,63.000000 
 5,1700,+46,13.000000 
 5,2000,+4,31.000000 
 5,2000,+7,57.000000 
 5,2000,+10,58.000000 
 5,2000,+13,61.000000 
 5,2000,+16,68.000000 
 5,2000,+19,69.000000 
 5,2000,+22,78.000000 
 5,2000,+25,81.000000 
 5,2000,+28,82.000000 
 5,2000,+31,87.000000 
 5,2000,+34,81.000000 
 5,2000,+37,78.000000 
 5,2000,+40,72.000000 
 5,2000,+43,36.000000 
 5,2000,+46,15.000000 
 5,2000,+49,357.000000 
 5,2000,+52,37.000000 
 5,2000,+55,30.000000 
 5,2000,+58,11.000000 
 5,2000,+61,7.000000 
 5,2000,+64,352.000000 
 5,2000,+67,354.000000 
 5,2300,+4,57.000000 
 5,2300,+7,58.000000 
 5,2300,+10,61.000000 
 5,2300,+13,68.000000 
 5,2300,+16,69.000000 
 5,2300,+19,78.000000 
 5,2300,+22,81.000000 
 5,2300,+25,82.000000 
 5,2300,+28,87.000000 
 5,2300,+31,81.000000 
 5,2300,+34,78.000000 
 5,2300,+37,72.000000 
 5,2300,+40,36.000000 
 5,2300,+43,15.000000 
 5,2300,+46,357.000000 
 5,2300,+49,37.000000 
 5,2300,+52,30.000000 
 5,2300,+55,11.000000 
 5,2300,+58,7.000000 
 5,2300,+61,352.000000 
 5,2300,+64,354.000000 
 6,0200,+4,58.000000 
 6,0200,+7,61.000000 
 6,0200,+10,68.000000 
 6,0200,+13,69.000000 
 6,0200,+16,78.000000 
 6,0200,+19,81.000000 
 6,0200,+22,82.000000 
 6,0200,+25,87.000000 
 6,0200,+28,81.000000 
 6,0200,+31,78.000000 
 6,0200,+34,72.000000 
 6,0200,+37,36.000000 
 6,0200,+40,15.000000 
 6,0200,+43,357.000000 
 6,0200,+46,37.000000 
 6,0200,+49,30.000000 
 6,0200,+52,11.000000 
 6,0200,+55,7.000000 
 6,0200,+58,352.000000 
 6,0200,+61,354.000000 
 6,0500,+4,61.000000 
 6,0500,+7,68.000000 
 6,0500,+10,69.000000 
 6,0500,+13,78.000000 
 6,0500,+16,81.000000 
 6,0500,+19,82.000000 
 6,0500,+22,87.000000 
 6,0500,+25,81.000000 
 6,0500,+28,78.000000 
 6,0500,+31,72.000000 
 6,0500,+34,36.000000 
 6,0500,+37,15.000000 
 6,0500,+40,357.000000 
 6,0500,+43,37.000000 
 6,0500,+46,30.000000 
 6,0500,+49,11.000000 
 6,0500,+52,7.000000 
 6,0500,+55,352.000000 
 6,0500,+58,354.000000 
 6,0800,+4,65.000000 
 6,0800,+7,68.000000 
 6,0800,+10,77.000000 
 6,0800,+13,72.000000 
 6,0800,+16,75.000000 
 6,0800,+19,83.000000 
 6,0800,+22,85.000000 
 6,0800,+25,77.000000 
 6,0800,+28,68.000000 
 6,0800,+31,43.000000 
 6,0800,+34,16.000000 
 6,0800,+37,20.000000 
 6,0800,+40,344.000000 
 6,0800,+43,22.000000 
 6,0800,+46,3.000000 
 6,0800,+49,358.000000 
 6,0800,+52,354.000000 
 6,0800,+55,360.000000 
 6,1100,+4,68.000000 
 6,1100,+7,77.000000 
 6,1100,+10,72.000000 
 6,1100,+13,75.000000 
 6,1100,+16,83.000000 
 6,1100,+19,85.000000 
 6,1100,+22,77.000000 
 6,1100,+25,68.000000 
 6,1100,+28,43.000000 
 6,1100,+31,16.000000 
 6,1100,+34,20.000000 
 6,1100,+37,344.000000 
 6,1100,+40,22.000000 
 6,1100,+43,3.000000 
 6,1100,+46,358.000000 
 6,1100,+49,354.000000 
 6,1100,+52,360.000000 
 6,1400,+4,77.000000 
 6,1400,+7,72.000000 
 6,1400,+10,75.000000 
 6,1400,+13,83.000000 
 6,1400,+16,85.000000 
 6,1400,+19,77.000000 
 6,1400,+22,68.000000 
 6,1400,+25,43.000000 
 6,1400,+28,16.000000 
 6,1400,+31,20.000000 
 6,1400,+34,344.000000 
 6,1400,+37,22.000000 
 6,1400,+40,3.000000 
 6,1400,+43,358.000000 
 6,1400,+46,354.000000 
 6,1400,+49,360.000000 
 6,1700,+4,72.000000 
 6,1700,+7,75.000000 
 6,1700,+10,83.000000 
 6,1700,+13,85.000000 
 6,1700,+16,77.000000 
 6,1700,+19,68.000000 
 6,1700,+22,43.000000 
 6,1700,+25,16.000000 
 6,1700,+28,20.000000 
 6,1700,+31,344.000000 
 6,1700,+34,22.000000 
 6,1700,+37,3.000000 
 6,1700,+40,358.000000 
 6,1700,+43,354.000000 
 6,1700,+46,360.000000 
 6,2000,+4,80.000000 
 6,2000,+7,82.000000 
 6,2000,+10,86.000000 
 6,2000,+13,76.000000 
 6,2000,+16,53.000000 
 6,2000,+19,25.000000 
 6,2000,+22,23.000000 
 6,2000,+25,28.000000 
 6,2000,+28,23.000000 
 6,2000,+31,22.000000 
