 format: day,hour,forecast,value  location:102_83 Start : 20201201 
 1,1700,+37,312.000000 
 1,1700,+40,309.000000 
 1,1700,+43,311.000000 
 1,1700,+46,316.000000 
 1,2000,+4,350.000000 
 1,2000,+7,20.000000 
 1,2000,+10,342.000000 
 1,2000,+13,320.000000 
 1,2000,+16,317.000000 
 1,2000,+19,318.000000 
 1,2000,+22,317.000000 
 1,2000,+25,317.000000 
 1,2000,+28,318.000000 
 1,2000,+31,319.000000 
 1,2000,+34,314.000000 
 1,2000,+37,305.000000 
 1,2000,+40,309.000000 
 1,2000,+43,314.000000 
 1,2000,+46,317.000000 
 1,2000,+49,316.000000 
 1,2000,+52,321.000000 
 1,2000,+55,323.000000 
 1,2000,+58,316.000000 
 1,2000,+61,312.000000 
 1,2000,+64,309.000000 
 1,2000,+67,307.000000 
 1,2300,+4,20.000000 
 1,2300,+7,342.000000 
 1,2300,+10,320.000000 
 1,2300,+13,317.000000 
 1,2300,+16,318.000000 
 1,2300,+19,317.000000 
 1,2300,+22,317.000000 
 1,2300,+25,318.000000 
 1,2300,+28,319.000000 
 1,2300,+31,314.000000 
 1,2300,+34,305.000000 
 1,2300,+37,309.000000 
 1,2300,+40,314.000000 
 1,2300,+43,317.000000 
 1,2300,+46,316.000000 
 1,2300,+49,321.000000 
 1,2300,+52,323.000000 
 1,2300,+55,316.000000 
 1,2300,+58,312.000000 
 1,2300,+61,309.000000 
 1,2300,+64,307.000000 
 2,0200,+4,342.000000 
 2,0200,+7,320.000000 
 2,0200,+10,317.000000 
 2,0200,+13,318.000000 
 2,0200,+16,317.000000 
 2,0200,+19,317.000000 
 2,0200,+22,318.000000 
 2,0200,+25,319.000000 
 2,0200,+28,314.000000 
 2,0200,+31,305.000000 
 2,0200,+34,309.000000 
 2,0200,+37,314.000000 
 2,0200,+40,317.000000 
 2,0200,+43,316.000000 
 2,0200,+46,321.000000 
 2,0200,+49,323.000000 
 2,0200,+52,316.000000 
 2,0200,+55,312.000000 
 2,0200,+58,309.000000 
 2,0200,+61,307.000000 
 2,0500,+4,320.000000 
 2,0500,+7,317.000000 
 2,0500,+10,318.000000 
 2,0500,+13,317.000000 
 2,0500,+16,317.000000 
 2,0500,+19,318.000000 
 2,0500,+22,319.000000 
 2,0500,+25,314.000000 
 2,0500,+28,305.000000 
 2,0500,+31,309.000000 
 2,0500,+34,314.000000 
 2,0500,+37,317.000000 
 2,0500,+40,316.000000 
 2,0500,+43,321.000000 
 2,0500,+46,323.000000 
 2,0500,+49,316.000000 
 2,0500,+52,312.000000 
 2,0500,+55,309.000000 
 2,0500,+58,307.000000 
 2,0800,+4,315.000000 
 2,0800,+7,318.000000 
 2,0800,+10,316.000000 
 2,0800,+13,318.000000 
 2,0800,+16,320.000000 
 2,0800,+19,320.000000 
 2,0800,+22,314.000000 
 2,0800,+25,306.000000 
 2,0800,+28,306.000000 
 2,0800,+31,313.000000 
 2,0800,+34,317.000000 
 2,0800,+37,317.000000 
 2,0800,+40,319.000000 
 2,0800,+43,317.000000 
 2,0800,+46,313.000000 
 2,0800,+49,311.000000 
 2,0800,+52,309.000000 
 2,0800,+55,312.000000 
 2,1100,+4,318.000000 
 2,1100,+7,316.000000 
 2,1100,+10,318.000000 
 2,1100,+13,320.000000 
 2,1100,+16,320.000000 
 2,1100,+19,314.000000 
 2,1100,+22,306.000000 
 2,1100,+25,306.000000 
 2,1100,+28,313.000000 
 2,1100,+31,317.000000 
 2,1100,+34,317.000000 
 2,1100,+37,319.000000 
 2,1100,+40,317.000000 
 2,1100,+43,313.000000 
 2,1100,+46,311.000000 
 2,1100,+49,309.000000 
 2,1100,+52,312.000000 
 2,1400,+4,316.000000 
 2,1400,+7,318.000000 
 2,1400,+10,320.000000 
 2,1400,+13,320.000000 
 2,1400,+16,314.000000 
 2,1400,+19,306.000000 
 2,1400,+22,306.000000 
 2,1400,+25,313.000000 
 2,1400,+28,317.000000 
 2,1400,+31,317.000000 
 2,1400,+34,319.000000 
 2,1400,+37,317.000000 
 2,1400,+40,313.000000 
 2,1400,+43,311.000000 
 2,1400,+46,309.000000 
 2,1400,+49,312.000000 
 2,1700,+4,318.000000 
 2,1700,+7,320.000000 
 2,1700,+10,320.000000 
 2,1700,+13,314.000000 
 2,1700,+16,306.000000 
 2,1700,+19,306.000000 
 2,1700,+22,313.000000 
 2,1700,+25,317.000000 
 2,1700,+28,317.000000 
 2,1700,+31,319.000000 
 2,1700,+34,317.000000 
 2,1700,+37,313.000000 
 2,1700,+40,311.000000 
 2,1700,+43,309.000000 
 2,1700,+46,312.000000 
 2,2000,+4,319.000000 
 2,2000,+7,319.000000 
 2,2000,+10,310.000000 
 2,2000,+13,307.000000 
 2,2000,+16,308.000000 
 2,2000,+19,317.000000 
 2,2000,+22,318.000000 
 2,2000,+25,316.000000 
 2,2000,+28,316.000000 
 2,2000,+31,318.000000 
 2,2000,+34,313.000000 
 2,2000,+37,311.000000 
 2,2000,+40,309.000000 
 2,2000,+43,309.000000 
 2,2000,+46,312.000000 
 2,2000,+49,312.000000 
 2,2000,+52,309.000000 
 2,2000,+55,308.000000 
 2,2000,+58,312.000000 
 2,2000,+61,315.000000 
 2,2000,+64,302.000000 
 2,2000,+67,300.000000 
 2,2300,+4,319.000000 
 2,2300,+7,310.000000 
 2,2300,+10,307.000000 
 2,2300,+13,308.000000 
 2,2300,+16,317.000000 
 2,2300,+19,318.000000 
 2,2300,+22,316.000000 
 2,2300,+25,316.000000 
 2,2300,+28,318.000000 
 2,2300,+31,313.000000 
 2,2300,+34,311.000000 
 2,2300,+37,309.000000 
 2,2300,+40,309.000000 
 2,2300,+43,312.000000 
 2,2300,+46,312.000000 
 2,2300,+49,309.000000 
 2,2300,+52,308.000000 
 2,2300,+55,312.000000 
 2,2300,+58,315.000000 
 2,2300,+61,302.000000 
 2,2300,+64,300.000000 
 3,0200,+4,310.000000 
 3,0200,+7,307.000000 
 3,0200,+10,308.000000 
 3,0200,+13,317.000000 
 3,0200,+16,318.000000 
 3,0200,+19,316.000000 
 3,0200,+22,316.000000 
 3,0200,+25,318.000000 
 3,0200,+28,313.000000 
 3,0200,+31,311.000000 
 3,0200,+34,309.000000 
 3,0200,+37,309.000000 
 3,0200,+40,312.000000 
 3,0200,+43,312.000000 
 3,0200,+46,309.000000 
 3,0200,+49,308.000000 
 3,0200,+52,312.000000 
 3,0200,+55,315.000000 
 3,0200,+58,302.000000 
 3,0200,+61,300.000000 
 3,0500,+4,307.000000 
 3,0500,+7,308.000000 
 3,0500,+10,317.000000 
 3,0500,+13,318.000000 
 3,0500,+16,316.000000 
 3,0500,+19,316.000000 
 3,0500,+22,318.000000 
 3,0500,+25,313.000000 
 3,0500,+28,311.000000 
 3,0500,+31,309.000000 
 3,0500,+34,309.000000 
 3,0500,+37,312.000000 
 3,0500,+40,312.000000 
 3,0500,+43,309.000000 
 3,0500,+46,308.000000 
 3,0500,+49,312.000000 
 3,0500,+52,315.000000 
 3,0500,+55,302.000000 
 3,0500,+58,300.000000 
 3,0800,+4,315.000000 
 3,0800,+7,318.000000 
 3,0800,+10,315.000000 
 3,0800,+13,314.000000 
 3,0800,+16,317.000000 
 3,0800,+19,315.000000 
 3,0800,+22,314.000000 
 3,0800,+25,318.000000 
 3,0800,+28,313.000000 
 3,0800,+31,313.000000 
 3,0800,+34,313.000000 
 3,0800,+37,311.000000 
 3,0800,+40,313.000000 
 3,0800,+43,310.000000 
 3,0800,+46,314.000000 
 3,0800,+49,313.000000 
 3,0800,+52,310.000000 
 3,0800,+55,295.000000 
 3,1100,+4,318.000000 
 3,1100,+7,315.000000 
 3,1100,+10,314.000000 
 3,1100,+13,317.000000 
 3,1100,+16,315.000000 
 3,1100,+19,314.000000 
 3,1100,+22,318.000000 
 3,1100,+25,313.000000 
 3,1100,+28,313.000000 
 3,1100,+31,313.000000 
 3,1100,+34,311.000000 
 3,1100,+37,313.000000 
 3,1100,+40,310.000000 
 3,1100,+43,314.000000 
 3,1100,+46,313.000000 
 3,1100,+49,310.000000 
 3,1100,+52,295.000000 
 3,1400,+4,315.000000 
 3,1400,+7,314.000000 
 3,1400,+10,317.000000 
 3,1400,+13,315.000000 
 3,1400,+16,314.000000 
 3,1400,+19,318.000000 
 3,1400,+22,313.000000 
 3,1400,+25,313.000000 
 3,1400,+28,313.000000 
 3,1400,+31,311.000000 
 3,1400,+34,313.000000 
 3,1400,+37,310.000000 
 3,1400,+40,314.000000 
 3,1400,+43,313.000000 
 3,1400,+46,310.000000 
 3,1400,+49,295.000000 
 3,1700,+4,314.000000 
 3,1700,+7,317.000000 
 3,1700,+10,315.000000 
 3,1700,+13,314.000000 
 3,1700,+16,318.000000 
 3,1700,+19,313.000000 
 3,1700,+22,313.000000 
 3,1700,+25,313.000000 
 3,1700,+28,311.000000 
 3,1700,+31,313.000000 
 3,1700,+34,310.000000 
 3,1700,+37,314.000000 
 3,1700,+40,313.000000 
 3,1700,+43,310.000000 
 3,1700,+46,295.000000 
 3,2000,+4,312.000000 
 3,2000,+7,303.000000 
 3,2000,+10,314.000000 
 3,2000,+13,317.000000 
 3,2000,+16,311.000000 
 3,2000,+19,309.000000 
 3,2000,+22,313.000000 
 3,2000,+25,307.000000 
 3,2000,+28,310.000000 
 3,2000,+31,317.000000 
 3,2000,+34,327.000000 
 3,2000,+37,306.000000 
 3,2000,+40,305.000000 
 3,2000,+43,295.000000 
 3,2000,+46,307.000000 
 3,2000,+49,312.000000 
 3,2000,+52,315.000000 
 3,2000,+55,324.000000 
 3,2000,+58,315.000000 
 3,2000,+61,313.000000 
 3,2000,+64,301.000000 
 3,2000,+67,297.000000 
 3,2300,+4,303.000000 
 3,2300,+7,314.000000 
 3,2300,+10,317.000000 
 3,2300,+13,311.000000 
 3,2300,+16,309.000000 
 3,2300,+19,313.000000 
 3,2300,+22,307.000000 
 3,2300,+25,310.000000 
 3,2300,+28,317.000000 
 3,2300,+31,327.000000 
 3,2300,+34,306.000000 
 3,2300,+37,305.000000 
 3,2300,+40,295.000000 
 3,2300,+43,307.000000 
 3,2300,+46,312.000000 
 3,2300,+49,315.000000 
 3,2300,+52,324.000000 
 3,2300,+55,315.000000 
 3,2300,+58,313.000000 
 3,2300,+61,301.000000 
 3,2300,+64,297.000000 
 4,0200,+4,314.000000 
 4,0200,+7,317.000000 
 4,0200,+10,311.000000 
 4,0200,+13,309.000000 
 4,0200,+16,313.000000 
 4,0200,+19,307.000000 
 4,0200,+22,310.000000 
 4,0200,+25,317.000000 
 4,0200,+28,327.000000 
 4,0200,+31,306.000000 
 4,0200,+34,305.000000 
 4,0200,+37,295.000000 
 4,0200,+40,307.000000 
 4,0200,+43,312.000000 
 4,0200,+46,315.000000 
 4,0200,+49,324.000000 
 4,0200,+52,315.000000 
 4,0200,+55,313.000000 
 4,0200,+58,301.000000 
 4,0200,+61,297.000000 
 4,0500,+4,317.000000 
 4,0500,+7,311.000000 
 4,0500,+10,309.000000 
 4,0500,+13,313.000000 
 4,0500,+16,307.000000 
 4,0500,+19,310.000000 
 4,0500,+22,317.000000 
 4,0500,+25,327.000000 
 4,0500,+28,306.000000 
 4,0500,+31,305.000000 
 4,0500,+34,295.000000 
 4,0500,+37,307.000000 
 4,0500,+40,312.000000 
 4,0500,+43,315.000000 
 4,0500,+46,324.000000 
 4,0500,+49,315.000000 
 4,0500,+52,313.000000 
 4,0500,+55,301.000000 
 4,0500,+58,297.000000 
 4,0800,+4,312.000000 
 4,0800,+7,310.000000 
 4,0800,+10,315.000000 
 4,0800,+13,315.000000 
 4,0800,+16,310.000000 
 4,0800,+19,319.000000 
 4,0800,+22,323.000000 
 4,0800,+25,315.000000 
 4,0800,+28,300.000000 
 4,0800,+31,296.000000 
 4,0800,+34,302.000000 
 4,0800,+37,309.000000 
 4,0800,+40,314.000000 
 4,0800,+43,320.000000 
 4,0800,+46,314.000000 
 4,0800,+49,309.000000 
 4,0800,+52,297.000000 
 4,0800,+55,302.000000 
 4,1100,+4,310.000000 
 4,1100,+7,315.000000 
 4,1100,+10,315.000000 
 4,1100,+13,310.000000 
 4,1100,+16,319.000000 
 4,1100,+19,323.000000 
 4,1100,+22,315.000000 
 4,1100,+25,300.000000 
 4,1100,+28,296.000000 
 4,1100,+31,302.000000 
 4,1100,+34,309.000000 
 4,1100,+37,314.000000 
 4,1100,+40,320.000000 
 4,1100,+43,314.000000 
 4,1100,+46,309.000000 
 4,1100,+49,297.000000 
 4,1100,+52,302.000000 
 4,1400,+4,315.000000 
 4,1400,+7,315.000000 
 4,1400,+10,310.000000 
 4,1400,+13,319.000000 
 4,1400,+16,323.000000 
 4,1400,+19,315.000000 
 4,1400,+22,300.000000 
 4,1400,+25,296.000000 
 4,1400,+28,302.000000 
 4,1400,+31,309.000000 
 4,1400,+34,314.000000 
 4,1400,+37,320.000000 
 4,1400,+40,314.000000 
 4,1400,+43,309.000000 
 4,1400,+46,297.000000 
 4,1400,+49,302.000000 
 4,1700,+4,315.000000 
 4,1700,+7,310.000000 
 4,1700,+10,319.000000 
 4,1700,+13,323.000000 
 4,1700,+16,315.000000 
 4,1700,+19,300.000000 
 4,1700,+22,296.000000 
 4,1700,+25,302.000000 
 4,1700,+28,309.000000 
 4,1700,+31,314.000000 
 4,1700,+34,320.000000 
 4,1700,+37,314.000000 
 4,1700,+40,309.000000 
 4,1700,+43,297.000000 
 4,1700,+46,302.000000 
 4,2000,+4,312.000000 
 4,2000,+7,320.000000 
 4,2000,+10,320.000000 
 4,2000,+13,317.000000 
 4,2000,+16,303.000000 
 4,2000,+19,293.000000 
 4,2000,+22,300.000000 
 4,2000,+25,311.000000 
 4,2000,+28,312.000000 
 4,2000,+31,317.000000 
 4,2000,+34,316.000000 
 4,2000,+37,301.000000 
 4,2000,+40,298.000000 
 4,2000,+43,300.000000 
 4,2000,+46,313.000000 
 4,2000,+49,317.000000 
 4,2000,+52,307.000000 
 4,2000,+55,299.000000 
 4,2000,+58,293.000000 
 4,2000,+61,317.000000 
 4,2000,+64,313.000000 
 4,2000,+67,315.000000 
 4,2300,+4,320.000000 
 4,2300,+7,320.000000 
 4,2300,+10,317.000000 
 4,2300,+13,303.000000 
 4,2300,+16,293.000000 
 4,2300,+19,300.000000 
 4,2300,+22,311.000000 
 4,2300,+25,312.000000 
 4,2300,+28,317.000000 
 4,2300,+31,316.000000 
 4,2300,+34,301.000000 
 4,2300,+37,298.000000 
 4,2300,+40,300.000000 
 4,2300,+43,313.000000 
 4,2300,+46,317.000000 
 4,2300,+49,307.000000 
 4,2300,+52,299.000000 
 4,2300,+55,293.000000 
 4,2300,+58,317.000000 
 4,2300,+61,313.000000 
 4,2300,+64,315.000000 
 5,0200,+4,320.000000 
 5,0200,+7,317.000000 
 5,0200,+10,303.000000 
 5,0200,+13,293.000000 
 5,0200,+16,300.000000 
 5,0200,+19,311.000000 
 5,0200,+22,312.000000 
 5,0200,+25,317.000000 
 5,0200,+28,316.000000 
 5,0200,+31,301.000000 
 5,0200,+34,298.000000 
 5,0200,+37,300.000000 
 5,0200,+40,313.000000 
 5,0200,+43,317.000000 
 5,0200,+46,307.000000 
 5,0200,+49,299.000000 
 5,0200,+52,293.000000 
 5,0200,+55,317.000000 
 5,0200,+58,313.000000 
 5,0200,+61,315.000000 
 5,0500,+4,317.000000 
 5,0500,+7,303.000000 
 5,0500,+10,293.000000 
 5,0500,+13,300.000000 
 5,0500,+16,311.000000 
 5,0500,+19,312.000000 
 5,0500,+22,317.000000 
 5,0500,+25,316.000000 
 5,0500,+28,301.000000 
 5,0500,+31,298.000000 
 5,0500,+34,300.000000 
 5,0500,+37,313.000000 
 5,0500,+40,317.000000 
 5,0500,+43,307.000000 
 5,0500,+46,299.000000 
 5,0500,+49,293.000000 
 5,0500,+52,317.000000 
 5,0500,+55,313.000000 
 5,0500,+58,315.000000 
 5,0800,+4,302.000000 
 5,0800,+7,298.000000 
 5,0800,+10,301.000000 
 5,0800,+13,311.000000 
 5,0800,+16,317.000000 
 5,0800,+19,322.000000 
 5,0800,+22,314.000000 
 5,0800,+25,315.000000 
 5,0800,+28,295.000000 
 5,0800,+31,297.000000 
 5,0800,+34,316.000000 
 5,0800,+37,310.000000 
 5,0800,+40,320.000000 
 5,0800,+43,309.000000 
 5,0800,+46,278.000000 
 5,0800,+49,270.000000 
 5,0800,+52,309.000000 
 5,0800,+55,315.000000 
 5,1100,+4,298.000000 
 5,1100,+7,301.000000 
 5,1100,+10,311.000000 
 5,1100,+13,317.000000 
 5,1100,+16,322.000000 
 5,1100,+19,314.000000 
 5,1100,+22,315.000000 
 5,1100,+25,295.000000 
 5,1100,+28,297.000000 
 5,1100,+31,316.000000 
 5,1100,+34,310.000000 
 5,1100,+37,320.000000 
 5,1100,+40,309.000000 
 5,1100,+43,278.000000 
 5,1100,+46,270.000000 
 5,1100,+49,309.000000 
 5,1100,+52,315.000000 
 5,1400,+4,301.000000 
 5,1400,+7,311.000000 
 5,1400,+10,317.000000 
 5,1400,+13,322.000000 
 5,1400,+16,314.000000 
 5,1400,+19,315.000000 
 5,1400,+22,295.000000 
 5,1400,+25,297.000000 
 5,1400,+28,316.000000 
 5,1400,+31,310.000000 
 5,1400,+34,320.000000 
 5,1400,+37,309.000000 
 5,1400,+40,278.000000 
 5,1400,+43,270.000000 
 5,1400,+46,309.000000 
 5,1400,+49,315.000000 
 5,1700,+4,311.000000 
 5,1700,+7,317.000000 
 5,1700,+10,322.000000 
 5,1700,+13,314.000000 
 5,1700,+16,315.000000 
 5,1700,+19,295.000000 
 5,1700,+22,297.000000 
 5,1700,+25,316.000000 
 5,1700,+28,310.000000 
 5,1700,+31,320.000000 
 5,1700,+34,309.000000 
 5,1700,+37,278.000000 
 5,1700,+40,270.000000 
 5,1700,+43,309.000000 
 5,1700,+46,315.000000 
 5,2000,+4,317.000000 
 5,2000,+7,325.000000 
 5,2000,+10,318.000000 
 5,2000,+13,309.000000 
 5,2000,+16,297.000000 
 5,2000,+19,299.000000 
 5,2000,+22,314.000000 
 5,2000,+25,312.000000 
 5,2000,+28,315.000000 
 5,2000,+31,299.000000 
 5,2000,+34,275.000000 
 5,2000,+37,286.000000 
 5,2000,+40,311.000000 
 5,2000,+43,313.000000 
 5,2000,+46,314.000000 
 5,2000,+49,313.000000 
 5,2000,+52,314.000000 
 5,2000,+55,321.000000 
 5,2000,+58,323.000000 
 5,2000,+61,317.000000 
 5,2000,+64,316.000000 
 5,2000,+67,307.000000 
 5,2300,+4,325.000000 
 5,2300,+7,318.000000 
 5,2300,+10,309.000000 
 5,2300,+13,297.000000 
 5,2300,+16,299.000000 
 5,2300,+19,314.000000 
 5,2300,+22,312.000000 
 5,2300,+25,315.000000 
 5,2300,+28,299.000000 
 5,2300,+31,275.000000 
 5,2300,+34,286.000000 
 5,2300,+37,311.000000 
 5,2300,+40,313.000000 
 5,2300,+43,314.000000 
 5,2300,+46,313.000000 
 5,2300,+49,314.000000 
 5,2300,+52,321.000000 
 5,2300,+55,323.000000 
 5,2300,+58,317.000000 
 5,2300,+61,316.000000 
 5,2300,+64,307.000000 
 6,0200,+4,318.000000 
 6,0200,+7,309.000000 
 6,0200,+10,297.000000 
 6,0200,+13,299.000000 
 6,0200,+16,314.000000 
 6,0200,+19,312.000000 
 6,0200,+22,315.000000 
 6,0200,+25,299.000000 
 6,0200,+28,275.000000 
 6,0200,+31,286.000000 
 6,0200,+34,311.000000 
 6,0200,+37,313.000000 
 6,0200,+40,314.000000 
 6,0200,+43,313.000000 
 6,0200,+46,314.000000 
 6,0200,+49,321.000000 
 6,0200,+52,323.000000 
 6,0200,+55,317.000000 
 6,0200,+58,316.000000 
 6,0200,+61,307.000000 
 6,0500,+4,309.000000 
 6,0500,+7,297.000000 
 6,0500,+10,299.000000 
 6,0500,+13,314.000000 
 6,0500,+16,312.000000 
 6,0500,+19,315.000000 
 6,0500,+22,299.000000 
 6,0500,+25,275.000000 
 6,0500,+28,286.000000 
 6,0500,+31,311.000000 
 6,0500,+34,313.000000 
 6,0500,+37,314.000000 
 6,0500,+40,313.000000 
 6,0500,+43,314.000000 
 6,0500,+46,321.000000 
 6,0500,+49,323.000000 
 6,0500,+52,317.000000 
 6,0500,+55,316.000000 
 6,0500,+58,307.000000 
 6,0800,+4,295.000000 
 6,0800,+7,293.000000 
 6,0800,+10,319.000000 
 6,0800,+13,311.000000 
 6,0800,+16,313.000000 
 6,0800,+19,306.000000 
 6,0800,+22,303.000000 
 6,0800,+25,321.000000 
 6,0800,+28,306.000000 
 6,0800,+31,310.000000 
 6,0800,+34,319.000000 
 6,0800,+37,312.000000 
 6,0800,+40,306.000000 
 6,0800,+43,317.000000 
 6,0800,+46,317.000000 
 6,0800,+49,318.000000 
 6,0800,+52,311.000000 
 6,0800,+55,311.000000 
 6,1100,+4,293.000000 
 6,1100,+7,319.000000 
 6,1100,+10,311.000000 
 6,1100,+13,313.000000 
 6,1100,+16,306.000000 
 6,1100,+19,303.000000 
 6,1100,+22,321.000000 
 6,1100,+25,306.000000 
 6,1100,+28,310.000000 
 6,1100,+31,319.000000 
 6,1100,+34,312.000000 
 6,1100,+37,306.000000 
 6,1100,+40,317.000000 
 6,1100,+43,317.000000 
 6,1100,+46,318.000000 
 6,1100,+49,311.000000 
 6,1100,+52,311.000000 
 6,1400,+4,319.000000 
 6,1400,+7,311.000000 
 6,1400,+10,313.000000 
 6,1400,+13,306.000000 
 6,1400,+16,303.000000 
 6,1400,+19,321.000000 
 6,1400,+22,306.000000 
 6,1400,+25,310.000000 
 6,1400,+28,319.000000 
 6,1400,+31,312.000000 
 6,1400,+34,306.000000 
 6,1400,+37,317.000000 
 6,1400,+40,317.000000 
 6,1400,+43,318.000000 
 6,1400,+46,311.000000 
 6,1400,+49,311.000000 
 6,1700,+4,311.000000 
 6,1700,+7,313.000000 
 6,1700,+10,306.000000 
 6,1700,+13,303.000000 
 6,1700,+16,321.000000 
 6,1700,+19,306.000000 
 6,1700,+22,310.000000 
 6,1700,+25,319.000000 
 6,1700,+28,312.000000 
 6,1700,+31,306.000000 
 6,1700,+34,317.000000 
 6,1700,+37,317.000000 
 6,1700,+40,318.000000 
 6,1700,+43,311.000000 
 6,1700,+46,311.000000 
 6,2000,+4,322.000000 
 6,2000,+7,313.000000 
 6,2000,+10,306.000000 
 6,2000,+13,325.000000 
 6,2000,+16,310.000000 
 6,2000,+19,307.000000 
 6,2000,+22,316.000000 
 6,2000,+25,308.000000 
 6,2000,+28,311.000000 
 6,2000,+31,318.000000 
 6,2000,+34,315.000000 
 6,2000,+37,314.000000 
 6,2000,+40,307.000000 
 6,2000,+43,311.000000 
 6,2000,+46,315.000000 
 6,2000,+49,317.000000 
 6,2000,+52,333.000000 
 6,2000,+55,333.000000 
 6,2000,+58,332.000000 
 6,2000,+61,317.000000 
 6,2000,+64,301.000000 
 6,2000,+67,281.000000 
 6,2300,+4,313.000000 
 6,2300,+7,306.000000 
 6,2300,+10,325.000000 
 6,2300,+13,310.000000 
 6,2300,+16,307.000000 
 6,2300,+19,316.000000 
 6,2300,+22,308.000000 
 6,2300,+25,311.000000 
 6,2300,+28,318.000000 
 6,2300,+31,315.000000 
 6,2300,+34,314.000000 
 6,2300,+37,307.000000 
 6,2300,+40,311.000000 
 6,2300,+43,315.000000 
 6,2300,+46,317.000000 
 6,2300,+49,333.000000 
 6,2300,+52,333.000000 
 6,2300,+55,332.000000 
 6,2300,+58,317.000000 
 6,2300,+61,301.000000 
 6,2300,+64,281.000000 
 7,0200,+4,306.000000 
 7,0200,+7,325.000000 
 7,0200,+10,310.000000 
 7,0200,+13,307.000000 
 7,0200,+16,316.000000 
 7,0200,+19,308.000000 
 7,0200,+22,311.000000 
 7,0200,+25,318.000000 
 7,0200,+28,315.000000 
 7,0200,+31,314.000000 
 7,0200,+34,307.000000 
 7,0200,+37,311.000000 
 7,0200,+40,315.000000 
 7,0200,+43,317.000000 
 7,0200,+46,333.000000 
 7,0200,+49,333.000000 
 7,0200,+52,332.000000 
 7,0200,+55,317.000000 
 7,0200,+58,301.000000 
 7,0200,+61,281.000000 
 7,0500,+4,325.000000 
 7,0500,+7,310.000000 
 7,0500,+10,307.000000 
 7,0500,+13,316.000000 
 7,0500,+16,308.000000 
 7,0500,+19,311.000000 
 7,0500,+22,318.000000 
 7,0500,+25,315.000000 
 7,0500,+28,314.000000 
 7,0500,+31,307.000000 
 7,0500,+34,311.000000 
 7,0500,+37,315.000000 
 7,0500,+40,317.000000 
 7,0500,+43,333.000000 
 7,0500,+46,333.000000 
 7,0500,+49,332.000000 
 7,0500,+52,317.000000 
 7,0500,+55,301.000000 
 7,0500,+58,281.000000 
 7,0800,+4,309.000000 
 7,0800,+7,315.000000 
